concept_id_1,concept_id_2,relationship_id,valid_start_date,valid_end_date,invalid_reason
44804988,4188560,Is a,2015-03-01,2099-12-31,NULL
2789094,4142040,Is a,1970-01-01,2099-12-31,NULL
4151119,3171223,Mapped from,1970-01-01,2099-12-31,NULL
4151119,4045056,Has method,2011-07-31,2099-12-31,NULL
19092928,42720377,Has tradename,2017-07-30,2099-12-31,NULL
19092928,42720649,Constitutes,2017-07-30,2099-12-31,NULL
19092928,43260658,Constitutes,2016-09-30,2099-12-31,NULL
19092928,43293326,Has tradename,2016-09-30,2099-12-31,NULL
19092928,44045217,Constitutes,2017-06-25,2099-12-31,NULL
19092928,44058144,Constitutes,2017-06-25,2099-12-31,NULL
43033936,43039480,Has marketed form,2019-10-06,2099-12-31,NULL
43033936,43183022,Consists of,2019-10-06,2099-12-31,NULL
43039059,35414829,Marketed form of,2019-10-06,2099-12-31,NULL
44095569,44085946,RxNorm inverse is a,2017-06-25,2099-12-31,NULL
44095569,44111688,RxNorm inverse is a,2017-06-25,2099-12-31,NULL
21016046,35415619,Brand name of,2017-07-17,2099-12-31,NULL
21016046,36814879,Brand name of,2019-01-28,2099-12-31,NULL
21016046,41416848,Brand name of,2017-07-18,2099-12-31,NULL
21017200,36812413,Brand name of,2019-01-28,2099-12-31,NULL
21016046,43043258,Brand name of,2019-10-06,2099-12-31,NULL
21017200,44103821,Brand name of,2017-06-25,2099-12-31,NULL
137144,3405329,Mapped from,1970-01-01,2099-12-31,NULL
137144,4249459,Has finding site,2011-07-31,2099-12-31,NULL
137144,44829399,Mapped from,1970-01-01,2099-12-31,NULL
4147007,442186,Is a,2011-07-31,2099-12-31,NULL
4147007,4011990,Subsumes,2011-07-31,2099-12-31,NULL
1568232,436676,Maps to,1970-01-01,2099-12-31,NULL
1568232,45576545,Subsumes,2016-03-25,2099-12-31,NULL
46011095,37209200,Is a,2019-07-31,2099-12-31,NULL
46011095,37310858,Has AMP restr ind,2020-03-09,2099-12-31,NULL
46011095,45968758,Is a,2015-01-31,2099-12-31,NULL
46011095,46147220,AMP of,2015-01-31,2099-12-31,NULL
41007056,43568469,Has brand name,2017-07-18,2099-12-31,NULL
1572443,10667,Subsumes,2016-03-25,2099-12-31,NULL
1572443,45539477,Subsumes,2016-03-25,2099-12-31,NULL
1572443,45539479,Subsumes,2016-03-25,2099-12-31,NULL
1572443,45553873,Subsumes,2016-03-25,2099-12-31,NULL
37110501,4137619,Has finding site,2017-07-31,2099-12-31,NULL
37110501,4173938,Has due to,2017-07-31,2099-12-31,NULL
41202794,41294154,Tradename of,2017-07-18,2099-12-31,NULL
41202794,44172963,Constitutes,2017-10-06,2099-12-31,NULL
41225386,19082104,RxNorm has dose form,2017-07-18,2099-12-31,NULL
41225386,41267089,Consists of,2017-07-18,2099-12-31,NULL
43602761,19082077,RxNorm has dose form,2016-07-01,2099-12-31,NULL
43602761,41251461,RxNorm inverse is a,2017-07-18,2099-12-31,NULL
43602761,41269191,Concept replaces,2017-08-24,2099-12-31,NULL
43602761,41269191,Mapped from,2017-08-25,2099-12-31,NULL
43602761,43764618,RxNorm inverse is a,2016-07-01,2099-12-31,NULL
43610994,36884015,Marketed form of,2017-06-24,2099-12-31,NULL
43610994,43579590,Has supplier,2016-07-01,2099-12-31,NULL
43610994,43781862,Marketed form of,2017-06-24,2099-12-31,NULL
43610994,43836022,Marketed form of,2017-06-24,2099-12-31,NULL
43611017,19082228,RxNorm has dose form,2016-07-01,2099-12-31,NULL
43611017,43827011,Marketed form of,2016-07-01,2099-12-31,NULL
43613525,19082170,RxNorm has dose form,2016-07-01,2099-12-31,NULL
44134619,19082170,RxNorm has dose form,2017-06-25,2099-12-31,NULL
44134619,44133270,Marketed form of,2017-06-25,2099-12-31,NULL
44164633,19082168,RxNorm has dose form,2017-10-06,2099-12-31,NULL
46199009,35607932,Has non-avail ind,2018-07-31,2099-12-31,NULL
46199009,35626975,VMP has prescr stat,2018-07-31,2099-12-31,NULL
46199009,35626985,Has legal category,2018-07-31,2099-12-31,NULL
46199009,35626993,Has disc indicator,2018-07-31,2099-12-31,NULL
46199009,37207390,Has CD category,2019-07-31,2099-12-31,NULL
46199009,37209199,Is a,2019-07-31,2099-12-31,NULL
46199009,37310858,Has AMP restr ind,2020-03-09,2099-12-31,NULL
46199009,46091835,Is a,2015-01-31,2099-12-31,NULL
42940556,42916625,Has brand name,2018-08-21,2099-12-31,NULL
43749440,43568579,Has brand name,2017-08-24,2099-12-31,NULL
42931432,42911078,Has brand name,2018-08-21,2099-12-31,NULL
4047361,4051825,Is a,2011-07-31,2099-12-31,NULL
19099743,917615,Tradename of,2005-09-16,2099-12-31,NULL
19099743,19068418,Constitutes,2005-09-16,2099-12-31,NULL
36074465,766820,Marketed form of,2020-08-17,2099-12-31,NULL
40221236,40221237,RxNorm is a,2016-10-03,2099-12-31,NULL
40221236,40221238,RxNorm is a,2016-10-03,2099-12-31,NULL
40243955,36235206,RxNorm is a,2016-08-01,2099-12-31,NULL
40243955,40115816,Concept replaces,2012-10-01,2099-12-31,NULL
40243955,40115816,Mapped from,2015-09-08,2099-12-31,NULL
41332414,41091254,Quantified form of,2017-07-18,2099-12-31,NULL
41332414,41337765,Available as box,2017-07-18,2099-12-31,NULL
41332414,43770175,Tradename of,2017-07-18,2099-12-31,NULL
43573449,40813692,Concept replaces,2017-07-18,2099-12-31,NULL
43573449,40998238,Brand name of,2017-07-18,2099-12-31,NULL
43573449,43641268,Brand name of,2016-07-01,2099-12-31,NULL
37496768,37496768,Mapped from,2020-05-04,2099-12-31,NULL
37496768,37496768,Maps to,2020-05-04,2099-12-31,NULL
40857471,40857471,Mapped from,2017-07-18,2099-12-31,NULL
40857471,40857471,Maps to,2017-07-18,2099-12-31,NULL
40872054,40872054,Mapped from,2017-07-18,2099-12-31,NULL
40872054,40872054,Maps to,2017-07-18,2099-12-31,NULL
40872054,40903073,Box of,2017-07-18,2099-12-31,NULL
40872054,41115222,Tradename of,2017-07-18,2099-12-31,NULL
40884252,40884252,Mapped from,2017-07-18,2099-12-31,NULL
40884252,40884252,Maps to,2017-07-18,2099-12-31,NULL
40884252,41178326,Marketed form of,2017-07-18,2099-12-31,NULL
40884252,43769269,Marketed form of,2017-07-18,2099-12-31,NULL
41156766,41156766,Mapped from,2017-07-18,2099-12-31,NULL
41156766,41156766,Maps to,2017-07-18,2099-12-31,NULL
41156766,41207021,RxNorm is a,2017-07-18,2099-12-31,NULL
41163384,41163384,Mapped from,2017-07-18,2099-12-31,NULL
41163384,41163384,Maps to,2017-07-18,2099-12-31,NULL
41440142,41440133,Tradename of,2017-07-18,2099-12-31,NULL
41440142,41440142,Mapped from,2017-07-18,2099-12-31,NULL
41440142,41440142,Maps to,2017-07-18,2099-12-31,NULL
42730078,41044364,Consists of,2017-07-30,2099-12-31,NULL
42730078,42718893,Consists of,2017-07-30,2099-12-31,NULL
42730078,42726109,Available as box,2017-07-30,2099-12-31,NULL
42730078,42730078,Mapped from,2017-08-01,2099-12-31,NULL
42730078,42730078,Maps to,2017-08-01,2099-12-31,NULL
43861435,43707782,Marketed form of,2017-06-24,2099-12-31,NULL
43861435,43861435,Mapped from,2016-12-18,2099-12-31,NULL
43861435,43861435,Maps to,2016-12-18,2099-12-31,NULL
43865758,43703561,Has tradename,2016-07-01,2099-12-31,NULL
43865758,43865758,Mapped from,2016-12-18,2099-12-31,NULL
43865758,43865758,Maps to,2016-12-18,2099-12-31,NULL
45354995,45354995,Mapped from,1970-01-01,2099-12-31,NULL
45354995,45354995,Maps to,1970-01-01,2099-12-31,NULL
35846069,35860032,Brand name of,2020-10-02,2099-12-31,NULL
2029563,2029563,Mapped from,2020-07-31,2099-12-31,NULL
2029563,2029563,Maps to,2020-07-31,2099-12-31,NULL
2056905,2056871,Constitutes,2020-07-31,2099-12-31,NULL
2056905,2056905,Mapped from,2020-07-31,2099-12-31,NULL
2056905,2056905,Maps to,2020-07-31,2099-12-31,NULL
4062269,4061473,Is a,2011-07-31,2099-12-31,NULL
4062269,4062269,Mapped from,1970-01-01,2099-12-31,NULL
4062269,4062269,Maps to,1970-01-01,2099-12-31,NULL
4062269,45567894,Mapped from,1970-01-01,2099-12-31,NULL
40820771,37592373,Supplier of,2019-01-17,2099-12-31,NULL
40820771,40916229,Supplier of,2017-07-18,2099-12-31,NULL
41501401,41496636,Box of,2017-07-18,2099-12-31,NULL
41503109,41129739,Quantified form of,2017-07-18,2099-12-31,NULL
41503109,41503036,Available as box,2017-07-18,2099-12-31,NULL
43762776,43823844,Has marketed form,2017-06-24,2099-12-31,NULL
43786708,40831506,RxNorm is a,2017-08-24,2099-12-31,NULL
43786708,43840905,Has marketed form,2016-07-01,2099-12-31,NULL
21117448,21016485,Has brand name,2015-08-17,2099-12-31,NULL
42918351,42905228,Has brand name,2018-08-21,2099-12-31,NULL
41320239,40815158,Has brand name,2017-07-18,2099-12-31,NULL
43266816,43253275,Has brand name,2016-09-30,2099-12-31,NULL
43762776,43566748,Has brand name,2017-08-24,2099-12-31,NULL
41285252,40802504,Has brand name,2017-07-18,2099-12-31,NULL
42950348,42906554,Has brand name,2018-08-21,2099-12-31,NULL
1572443,10665,Subsumes,2016-03-25,2099-12-31,NULL
1572443,36716584,Maps to,2017-10-01,2099-12-31,NULL
4241157,4227090,Is a,2011-07-31,2099-12-31,NULL
4274658,3128873,Mapped from,1970-01-01,2099-12-31,NULL
4274658,40404737,Concept replaces,2013-12-02,2099-12-31,NULL
4274658,40404737,Concept same_as from,2014-04-01,2099-12-31,NULL
4274658,40404737,Mapped from,1970-01-01,2099-12-31,NULL
21135798,21056366,Marketed form of,2017-06-24,2099-12-31,NULL
21174529,21056684,Has marketed form,2015-08-17,2099-12-31,NULL
21174529,21135127,Tradename of,2015-08-17,2099-12-31,NULL
21174529,36068870,Has marketed form,2020-08-17,2099-12-31,NULL
21174529,36068871,Has marketed form,2020-08-17,2099-12-31,NULL
21174529,36068872,Has marketed form,2020-08-17,2099-12-31,NULL
21174529,36068873,Has marketed form,2020-08-17,2099-12-31,NULL
41318144,19082076,RxNorm has dose form,2017-07-18,2099-12-31,NULL
40861483,40817275,Has brand name,2017-07-18,2099-12-31,NULL
35787713,19021082,Has brand name,2017-08-24,2099-12-31,NULL
41090475,40816251,Has brand name,2017-07-18,2099-12-31,NULL
40892676,41139886,Tradename of,2017-07-18,2099-12-31,NULL
40892676,44039178,Tradename of,2017-07-18,2099-12-31,NULL
1568232,45586243,Subsumes,2016-03-25,2099-12-31,NULL
1568232,45600746,Subsumes,2016-03-25,2099-12-31,NULL
1575095,19028,Subsumes,2016-03-25,2099-12-31,NULL
1575095,45546607,Subsumes,2016-03-25,2099-12-31,NULL
1575095,45560960,Subsumes,2016-03-25,2099-12-31,NULL
4147007,36674407,Has due to,2020-03-09,2099-12-31,NULL
4147007,37116470,Is a,2017-07-31,2099-12-31,NULL
19130653,19006410,RxNorm has ing,2008-08-01,2099-12-31,NULL
19130653,43779156,Constitutes,2017-06-24,2099-12-31,NULL
19130653,44084396,Constitutes,2017-06-25,2099-12-31,NULL
21016289,19112563,Brand name of,2015-08-17,2099-12-31,NULL
40745482,40745502,RxNorm is a,2018-06-04,2099-12-31,NULL
40736583,21017144,Has brand name,2018-06-04,2099-12-31,NULL
21016289,42715824,Brand name of,2017-07-30,2099-12-31,NULL
21016289,44165603,Brand name of,2017-10-06,2099-12-31,NULL
21016289,41184909,Brand name of,2017-07-18,2099-12-31,NULL
21016289,42727857,Brand name of,2017-07-30,2099-12-31,NULL
37020070,1015403,Has method,2019-12-13,2099-12-31,NULL
37020070,1033746,Has scale type,2019-12-13,2099-12-31,NULL
37020070,3022007,Panel contains,1970-01-01,2099-12-31,NULL
37020070,3040041,Panel contains,1970-01-01,2099-12-31,NULL
37020070,3046344,Panel contains,1970-01-01,2099-12-31,NULL
37020070,3046965,Panel contains,1970-01-01,2099-12-31,NULL
37020070,37020070,Mapped from,2019-06-21,2099-12-31,NULL
37020070,37020070,Maps to,2019-06-21,2099-12-31,NULL
37020070,37021057,Panel contains,1970-01-01,2099-12-31,NULL
37020070,37021573,Contained in panel,1970-01-01,2099-12-31,NULL
37020070,40757634,Panel contains,1970-01-01,2099-12-31,NULL
37020070,40757712,Panel contains,1970-01-01,2099-12-31,NULL
37020070,40761299,Panel contains,1970-01-01,2099-12-31,NULL
37021081,1012733,Has method,2019-12-13,2099-12-31,NULL
37021081,1025488,Has component,2019-12-13,2099-12-31,NULL
37021081,37021055,Contained in panel,1970-01-01,2099-12-31,NULL
37021081,37021081,Mapped from,2019-06-21,2099-12-31,NULL
37021081,37021081,Maps to,2019-06-21,2099-12-31,NULL
40765502,1033746,Has scale type,2019-12-13,2099-12-31,NULL
40765502,40765502,Mapped from,2011-01-05,2099-12-31,NULL
40765502,40765502,Maps to,2011-01-05,2099-12-31,NULL
40765502,45875968,Is a,1970-01-01,2099-12-31,NULL
43220055,21020689,Has supplier,2017-07-30,2099-12-31,NULL
43220055,42731518,Marketed form of,2017-07-30,2099-12-31,NULL
43220055,43146051,Marketed form of,2017-06-24,2099-12-31,NULL
43220055,43154249,Marketed form of,2016-09-10,2099-12-31,NULL
43220055,43165225,Marketed form of,2017-06-24,2099-12-31,NULL
43220055,43220055,Mapped from,2016-08-07,2099-12-31,NULL
43220055,43220055,Maps to,2016-08-07,2099-12-31,NULL
43255233,964407,RxNorm has ing,2016-09-30,2099-12-31,NULL
43255233,21600508,RxNorm - ATC,2020-06-01,2099-12-31,NULL
43255233,43255233,Mapped from,2016-12-12,2099-12-31,NULL
43255233,43255233,Maps to,2016-12-12,2099-12-31,NULL
43255233,43255234,Has tradename,2016-09-30,2099-12-31,NULL
43255233,43287811,RxNorm inverse is a,2016-09-30,2099-12-31,NULL
43278365,43261900,RxNorm is a,2016-09-30,2099-12-31,NULL
43278365,43278365,Mapped from,2016-12-12,2099-12-31,NULL
43278365,43278365,Maps to,2016-12-12,2099-12-31,NULL
43815637,19031455,Box of,2016-07-01,2099-12-31,NULL
43815637,40843633,Has tradename,2017-07-18,2099-12-31,NULL
43815637,41340383,Has marketed form,2017-07-18,2099-12-31,NULL
43815637,41462336,Has marketed form,2017-07-18,2099-12-31,NULL
43815637,43815637,Mapped from,2016-12-18,2099-12-31,NULL
43815637,43815637,Maps to,2016-12-18,2099-12-31,NULL
46195350,36708236,Is a,2017-01-31,2099-12-31,NULL
46195350,46195350,Mapped from,2018-07-31,2099-12-31,NULL
46195350,46195350,Maps to,2018-07-31,2099-12-31,NULL
46202813,46202813,Mapped from,2018-07-31,2099-12-31,NULL
46202813,46202813,Maps to,2018-07-31,2099-12-31,NULL
46214302,46071345,Has AMP,2015-01-31,2099-12-31,NULL
46214302,46214302,Mapped from,2018-07-31,2099-12-31,NULL
46214302,46214302,Maps to,2018-07-31,2099-12-31,NULL
40817714,41266481,Brand name of,2017-07-18,2099-12-31,NULL
2022537,2022535,Has tradename,2020-07-31,2099-12-31,NULL
2022537,2022536,Has marketed form,2020-07-31,2099-12-31,NULL
2022537,2022537,Mapped from,2020-07-31,2099-12-31,NULL
2022537,2022537,Maps to,2020-07-31,2099-12-31,NULL
3037435,3037435,Mapped from,1970-01-01,2099-12-31,NULL
3037435,3037435,Maps to,1970-01-01,2099-12-31,NULL
3037435,37061817,Is a,1970-01-01,2099-12-31,NULL
3047688,1015027,Has method,2019-12-13,2099-12-31,NULL
3047688,3047688,Mapped from,1970-01-01,2099-12-31,NULL
3047688,3047688,Maps to,1970-01-01,2099-12-31,NULL
36267928,19022093,Has brand name,2017-10-01,2099-12-31,NULL
36267928,36259352,RxNorm is a,2017-10-01,2099-12-31,NULL
36304610,21496667,Has system,2019-12-13,2099-12-31,NULL
36304610,37039595,Has component,2019-12-13,2099-12-31,NULL
40758400,1033748,Has scale type,2019-12-13,2099-12-31,NULL
40805235,1836430,Brand name of,2017-07-18,2099-12-31,NULL
41396366,41392055,Tradename of,2017-07-18,2099-12-31,NULL
43644776,43578246,Has supplier,2016-07-01,2099-12-31,NULL
43644776,43644775,Marketed form of,2017-06-24,2099-12-31,NULL
43644776,43859594,Marketed form of,2017-06-24,2099-12-31,NULL
43692022,43601938,Constitutes,2016-07-01,2099-12-31,NULL
43715086,43589062,Available as box,2016-07-01,2099-12-31,NULL
43715086,43643283,Available as box,2016-07-01,2099-12-31,NULL
43715086,43646412,Has quantified form,2016-07-01,2099-12-31,NULL
43715086,43646414,Has marketed form,2017-06-24,2099-12-31,NULL
43715086,43700977,Has marketed form,2017-06-24,2099-12-31,NULL
43715086,43808698,Has quantified form,2016-07-01,2099-12-31,NULL
43715086,43829723,Has marketed form,2017-06-24,2099-12-31,NULL
43716965,43825113,Box of,2016-07-01,2099-12-31,NULL
41308483,40816123,Has brand name,2017-07-18,2099-12-31,NULL
1535051,1533241,Is a,2018-01-01,2099-12-31,NULL
21064882,21084519,Marketed form of,2015-08-17,2099-12-31,NULL
21112803,19082285,RxNorm has dose form,2015-08-17,2099-12-31,NULL
36404157,43257367,Concept replaced by,2018-08-02,2099-12-31,NULL
