ancestor_concept_id,descendant_concept_id,min_levels_of_separation,max_levels_of_separation
40221518,40910037,2,2
40221518,41292604,2,3
40221518,35747296,2,2
40221518,40737960,2,3
40221518,44039053,2,2
40221518,21162915,2,2
40221518,21044979,2,3
40221518,44077899,2,2
40221518,21162937,2,2
40221518,21094017,2,3
40221518,43255402,2,2
40221518,43168328,2,3
40221518,41230740,2,3
40221518,21162933,2,3
40221518,43135300,2,3
40221518,36273347,1,1
40221518,21103963,1,1
40221518,40221978,0,0
40221518,21162938,2,3
40221518,43029970,2,3
40221518,43168330,1,1
40221518,43029966,1,1
40221518,21035151,2,3
40221518,40221958,1,1
40221518,21064674,2,3
40221518,21054814,2,2
40221518,40910038,1,1
40221518,43271213,2,2
40221518,40221949,0,0
40221518,21025384,2,3
40221518,43254936,1,1
40221518,40737962,2,3
40221518,41323956,2,3
40221518,43135303,1,1
40221518,21094015,2,2
40221518,21035156,2,3
40221518,40737965,2,3
40221518,40223242,1,1
40221518,21133235,2,2
40221518,21153061,2,2
40221518,21064687,2,2
40221518,21113756,2,2
40221518,21094000,2,2
40221518,40221910,0,0
40221518,44065181,2,2
40221518,21093999,2,3
40221518,21084290,2,3
40221518,41253462,2,2
40221518,44086684,1,1
40221518,21074602,2,2
40221518,21143185,2,3
40221518,40737959,2,3
40221518,43851199,2,2
40221518,40223241,1,1
40221518,21064690,2,3
40221518,43201342,2,3
40221518,21035150,2,2
40221518,21035158,2,3
40221518,21162932,1,1
40221518,21143165,2,3
40221518,21054815,2,2
40221518,35747295,2,3
40221518,43255405,1,1
40221518,21045002,2,2
40221518,41284465,2,2
40221518,43212135,1,1
40221518,21054820,2,3
40221518,21084272,2,3
40221518,21074599,1,1
40221518,21143182,2,3
40221518,21113752,2,2
40221518,21064658,2,2
40221518,40847902,1,1
40221518,41284469,1,1
40221518,40738238,2,2
40221518,43212136,1,1
40221518,21025386,2,2
40221518,44061763,1,1
40221518,21084273,2,3
40221518,35772501,2,3
40221518,21044997,2,3
40221518,21064689,2,3
40221518,21054811,2,2
40221518,21025377,2,2
40221518,21103955,2,3
40221518,43559970,1,1
40221518,35747294,2,3
40221518,40737968,2,2
40221518,41034832,2,2
40221518,35750188,2,2
40221518,35888273,2,3
40221518,21054819,2,3
40221518,21103956,1,1
40221518,40221912,0,0
40221518,40855888,2,3
40221518,21162918,2,3
40221518,35754426,2,2
40221518,21172664,2,2
40221518,43271696,1,1
40221518,40738233,2,3
40221518,21133239,2,3
40221518,21064682,2,3
40221518,40223244,0,0
40221518,21103968,2,3
40221518,41137071,2,3
40221518,41304818,2,2
40221518,21153069,2,3
40221518,43282504,2,2
40221518,21084271,2,3
40221518,40223210,1,1
40221518,40737975,1,1
40221518,41315778,1,1
40221518,21133231,2,2
40221518,41003732,2,2
40221518,21113739,2,2
40221518,21094001,2,3
40221518,40737978,2,2
40221518,43029981,2,3
40221518,21054818,2,3
40221518,44115535,2,2
3034606,3034606,0,0
2065612,2065612,0,0
2040867,2031047,1,1
2040867,2040865,1,1
2040867,2031048,2,2
2040867,2040867,0,0
604624,604624,0,0
2072697,2072652,2,2
2072697,2072653,2,2
2072697,2072651,1,1
2072697,2072697,0,0
2038516,2027951,0,0
2038516,2030813,1,1
2038516,2027952,1,1
2038516,2030812,0,0
2038516,2038516,0,0
1536932,1536932,0,0
1536932,1537572,1,1
601701,601701,0,0
607371,37115560,2,2
607371,620133,1,1
607371,607371,0,0
607371,44783928,1,1
46213550,46213550,0,0
46198686,46198686,0,0
46176281,46176281,0,0
45324095,45324095,0,0
45287853,45287853,0,0
45228708,45228708,0,0
45076383,45076383,0,0
44928843,44928843,0,0
40960497,41521099,1,1
40960497,40960497,0,0
40960497,41520951,0,0
4204644,4085958,1,1
4204644,4204644,0,0
4204644,4085172,1,1
4204644,4088731,1,1
4195225,4195225,0,0
4159528,4159528,0,0
4136550,4136550,0,0
4136550,3182131,1,1
4136550,605652,1,1
4125185,4125185,0,0
4120445,4121104,2,2
4120445,2002366,1,2
4120445,4186582,3,3
4120445,4143404,2,2
4120445,3182039,4,4
4120445,4142405,4,4
4120445,4240337,2,2
4120445,4059885,3,3
4120445,4120445,0,0
4120445,44793170,4,4
4120445,4081380,1,1
4120445,4028623,1,1
4120445,4139690,2,2
4120445,4125487,3,3
4120445,4145532,1,1
4120445,40486968,3,3
4120445,2108457,0,3
4120445,4242257,2,2
4120445,2721124,3,3
4120445,46272967,1,1
4120445,43527933,1,1
4120445,2108456,0,3
4120445,46271079,1,1
4120445,2002363,1,2
4120445,40492289,3,3
4120445,44783964,2,2
4120445,3171275,1,1
4120445,2108458,0,3
4120445,4083057,1,1
4120445,2002367,1,1
4120445,4122920,3,3
4120445,4125486,3,3
4120445,2617352,1,4
4120445,44790154,4,4
4120445,4144157,2,2
4120445,4125488,3,3
4120445,2002364,1,1
4120445,2002365,1,1
4120445,4144882,4,4
4120445,40484034,4,4
4120445,2721123,2,2
4120445,801201,2,2
4120445,2721125,1,1
4108797,4108797,0,0
4093085,37117584,1,1
4093085,4093085,0,0
4079769,4079769,0,0
4079102,4079102,0,0
4076811,37117984,1,1
4076811,4076811,0,0
4057413,4057413,0,0
4054502,4316624,2,2
4054502,4097256,3,3
4054502,4246032,2,2
4054502,4243594,2,2
4054502,37016662,1,1
4054502,4033838,4,4
4054502,40486112,2,2
4054502,4313931,3,4
4054502,40488988,3,4
4054502,4033300,3,3
4054502,40488959,2,2
4054502,4054407,1,1
4054502,4246472,2,3
4054502,4311344,2,3
4054502,4247348,3,4
4054502,4097265,3,3
4054502,4242512,3,3
4054502,36716468,2,2
4054502,4094996,2,2
4054502,4316731,2,2
4054502,37109900,3,3
4054502,4291145,4,5
4054502,4097264,3,3
4054502,4054412,1,1
4054502,40493435,2,2
4054502,4242823,2,2
4054502,37109908,3,3
4054502,40486224,2,2
4054502,4207920,2,2
4054502,4029914,5,5
4054502,4301516,4,5
4054502,37110358,3,3
4054502,4243283,3,3
4054502,4313634,3,4
4054502,4293714,4,5
4054502,4054502,0,0
4054502,4311500,2,3
4054502,37119229,3,4
4054502,40487489,3,3
4054502,4317004,2,2
4054502,4194445,3,3
4054502,37018650,3,3
4054502,37018649,3,3
4054502,37118986,3,4
4054502,4129232,1,1
4054502,4193580,2,2
4054502,4312681,2,3
4054502,37018651,3,3
4054502,4244051,3,4
4054502,4097257,3,3
4054502,4242831,2,2
4054502,4311764,2,2
4054502,4314218,1,1
4054502,4311326,2,3
4054502,4313665,3,3
4054502,4094997,2,2
4054502,4246237,2,3
4054502,4093790,3,3
4054502,4054740,2,2
4054502,4311332,2,3
4054502,4130005,4,4
4054502,40486667,3,3
4054502,3173153,3,6
4054502,37110359,3,3
4054502,4116001,2,2
4054502,4243284,2,2
4054502,4242209,1,1
4054502,608890,4,6
4054502,608891,4,6
4054502,608888,4,6
4054502,608889,4,5
4054502,608892,4,5
4054502,608895,4,4
4054502,607435,3,3
4054502,605507,2,2
4054502,608887,4,6
4054502,608897,4,4
4054502,607433,3,3
4054502,609187,3,4
4043280,4043280,0,0
4040049,3016101,1,1
4040049,4040049,0,0
3051605,3051605,0,0
3048223,3048223,0,0
3045772,3045772,0,0
3045479,3045479,0,0
3038135,3038135,0,0
3031679,3031679,0,0
3031393,3031393,0,0
3021189,3021189,0,0
3018075,3018075,0,0
3017611,3017611,0,0
3005859,3005859,0,0
2933614,2933614,0,0
2927688,2901704,0,0
2927688,2927688,0,0
2924917,2924893,2,2
2924917,2924917,0,0
2924917,2924895,2,2
2924917,2924894,2,2
2924917,2924898,1,1
2924917,2924892,2,2
2924917,2924897,2,2
2924917,2924896,2,2
2921921,2921921,0,0
2921574,2904385,1,1
2921574,2921572,2,2
2921574,2921574,0,0
2921574,2904384,2,2
2921574,2921573,1,1
2889113,2889113,0,0
2889113,2732402,1,1
2888900,2744224,3,3
2888900,2888900,0,0
2888900,2884171,2,2
2888900,2870458,1,1
2886612,2786400,1,1
2886612,2886612,0,0
2884037,2884037,0,0
2884037,2749748,1,1
2882622,2882622,0,0
2882622,2738030,1,1
2875873,2875873,0,0
2875873,2729523,2,2
2875873,2881135,1,1
2857490,2857490,0,0
2857490,2740604,1,1
2852265,2852265,0,0
2852265,2758266,1,1
2852265,2758267,1,1
2844335,2741677,1,1
2844335,2844335,0,0
2839851,2839851,0,0
2839851,2793571,2,2
2839851,2839852,1,1
2834284,2834284,0,0
2834284,2737832,1,1
2833575,2833575,0,0
2833575,2764507,1,1
2822539,2822539,0,0
2822539,2739723,1,1
2822539,2739724,1,1
2819242,2790191,3,3
2819242,2819242,0,0
2819242,2810003,2,2
2819242,2871329,1,1
2811311,2811311,0,0
2811311,2764845,1,1
2763139,2763139,0,0
2755025,2755025,0,0
2752092,2752092,0,0
2734072,2734072,0,0
2074103,2074103,0,0
2074103,2024334,2,2
2074103,2074072,1,1
2074103,2024333,1,1
1988693,1988693,0,0
1832964,1832964,0,0
1781124,1781124,0,0
1535051,1535012,1,1
1535051,1535051,0,0
1535051,43016473,2,2
1523755,1523755,0,0
1523755,1524016,1,1
1523755,1524017,1,1
1353230,21105236,1,1
1353230,21036497,1,2
1353230,21085608,1,1
1353230,21154404,1,1
1353230,21144488,1,2
1353230,21075880,1,1
1353230,21036493,1,1
1353230,21075884,1,1
1353230,21124663,1,1
1353230,21164217,1,1
1353230,21164220,1,1
1353230,21026719,1,1
1353230,21124664,1,2
1353230,21046368,1,2
1353230,21164222,1,2
1353230,21026718,1,1
1353230,21046366,1,2
1353230,44061909,1,1
1353230,21075883,1,1
1353230,21115066,1,1
1353230,21134585,1,1
1353230,21134587,1,1
1353230,21173988,1,1
1353230,21164219,1,1
1353230,21105239,0,0
1353230,21046363,1,2
1353230,21144487,1,2
1353230,21124665,1,2
1353230,21144491,1,1
1353230,21056127,1,1
1353230,21134584,1,1
1353230,21173989,1,2
1353230,21144486,1,2
1353230,21105237,1,1
1353230,21164218,1,1
1353230,21036498,1,2
1353230,21144489,1,2
1353230,1353230,0,0
1353230,21075881,1,2
1353230,21115065,1,1
1353230,21065957,1,2
1353230,21154403,1,1
1353230,21046361,1,1
1353230,21026716,1,2
1353230,21144490,1,2
1353230,21164224,0,0
1353230,21056129,1,2
1353230,21036494,1,2
1353230,21036495,1,1
1353230,21075882,1,2
1353230,21085609,1,1
1353230,21085606,1,1
1353230,21105241,0,0
1353230,21065958,1,2
1353230,21046365,1,2
1353230,21124667,0,0
1353230,21026717,1,1
1353230,21105240,1,1
1353230,21134583,1,2
1353230,21056130,1,1
1353230,21173990,0,0
1353230,21046364,1,2
1353230,21124666,1,1
1353230,21046362,1,1
1353230,21046360,1,1
1353230,21134586,1,1
1353230,21124668,0,0
1353230,21026715,1,1
1353230,21154405,1,2
1353230,44085308,0,0
1353230,21065961,1,1
1353230,21046359,1,1
1353230,21105238,1,2
1353230,21065959,1,1
1353230,21164221,1,2
1353230,21056128,1,1
1353230,21065962,0,0
1353230,21036496,1,2
1353230,21164223,0,0
1353230,21173991,1,2
1353230,21173987,1,1
1353230,21065960,1,1
1353230,21046367,1,2
1353230,21056131,1,1
1353230,21164225,1,2
1353230,21085607,0,0
1353230,21065963,1,1
604426,604426,0,0
46284540,46284540,0,0
46279927,46279927,0,0
46278835,46278835,0,0
46266790,46266790,0,0
46265258,46265258,0,0
46259753,46259753,0,0
46210693,46210693,0,0
46209877,46209877,0,0
46203265,46203265,0,0
46128610,46128610,0,0
45996993,45996993,0,0
45764036,45764036,0,0
45761941,45761941,0,0
44810775,44810775,0,0
44805150,44805150,0,0
44798796,44798796,0,0
44786662,44786662,0,0
44785181,44785181,0,0
44785181,44785180,1,1
44186289,44186289,0,0
44136563,44136563,0,0
44136563,44136499,1,1
44127056,44127056,0,0
44083285,44083285,0,0
44083285,44048220,1,1
44083285,44089965,2,2
44083285,44051354,2,2
44083285,44048218,1,1
44050344,44050344,0,0
44045240,44045240,0,0
44045240,44126950,1,1
44045240,44087944,1,1
44045240,44036218,1,1
44045240,44087943,1,1
44043047,44043047,0,0
44043047,44134615,2,2
44043047,44134125,1,1
44043047,44133752,1,1
44043047,44084693,1,1
44043047,44134429,2,2
44043047,44031526,0,0
44043047,44059002,1,1
44043047,44099846,1,1
44043047,44033011,1,1
44043047,44134308,1,1
44043047,44133540,1,1
44043047,44128934,2,2
44043047,44112643,1,1
44027788,44027788,0,0
44027788,44098403,1,1
44027788,44113668,2,2
44026888,44026888,0,0
44026888,44071384,1,1
44026888,44050270,2,2
44026888,44050269,2,2
43855389,43855389,0,0
43834029,43776904,2,2
43834029,43670186,2,3
43834029,43632467,1,1
43834029,43794778,2,3
40221518,21162936,2,2
40221518,40738234,2,3
40221518,21172666,2,3
40221518,40223203,1,1
40221518,40225816,1,1
40221518,41074223,2,3
40221518,35759793,2,3
40221518,40737971,2,2
40221518,21172668,2,2
40221518,21143170,2,3
40221518,21153049,2,3
40221518,21103957,2,2
40221518,21094016,2,2
40221518,21094010,2,2
40221518,43265712,2,2
40221518,41023907,2,2
40221518,44074501,1,1
40221518,21025381,2,2
40221518,21064673,2,2
40221518,43029978,2,3
40221518,21093998,2,2
40221518,36892841,2,2
40221518,43179386,2,2
40221518,43266197,2,2
40221518,43689284,2,2
40221518,42656779,2,3
40221518,21025385,2,3
40221518,35888275,2,3
40221518,36075049,3,3
40221518,40223224,1,1
40221518,21094018,2,3
40221518,41128845,1,1
40221518,41149432,2,2
40221518,21084284,2,2
40221518,41137070,2,3
40221518,40737966,2,2
40221518,21133232,2,2
40221518,21123339,2,2
40221518,40225817,0,0
40221518,21103967,2,3
40221518,21133213,2,3
40221518,21172665,2,2
40221518,21162913,2,2
40221518,21162934,2,3
40221518,21035137,2,3
40221518,21153062,2,3
40221518,40223267,1,1
40221518,43168331,1,1
40221518,21143184,2,2
40221518,35762735,2,2
40221518,43271690,2,2
40221518,21084285,2,2
40221518,21084288,2,2
40221518,21084291,2,2
40221518,43190273,2,2
40221518,2931379,2,3
40221518,2931396,2,2
40221518,2931374,2,3
40221518,2931391,2,2
40221518,2931352,2,2
40221518,2931387,2,2
40221518,2931363,2,2
40221518,2931357,2,2
40221518,2931368,2,3
40221518,2931377,2,3
40221518,2931373,2,3
40221518,2931366,2,2
40221518,2931369,2,3
40221518,2931353,2,2
40221518,2931378,2,3
40221518,2931371,2,3
40221518,2931382,2,3
40221518,36969526,2,3
40221518,2931367,1,1
40221518,2931384,2,2
40221518,2931361,2,2
40221518,2931350,2,2
40221518,2931351,2,2
40221518,2931360,2,2
40221518,2931365,2,2
40221518,2931355,2,2
40221518,2931381,2,2
40221518,2931383,2,3
40221518,2927959,2,2
40221518,2927961,2,2
40221518,36925094,2,2
40221518,36948846,2,3
40221518,36941153,2,3
40221518,2931356,2,2
40221518,2931398,2,2
40221518,2931388,2,2
40221518,2931399,2,2
40221518,2931392,2,2
40221518,2931349,2,2
40221518,2931375,2,3
40221518,2931370,2,3
40221518,2931393,2,2
40221518,2931390,2,2
40221518,2927958,3,3
40221518,2931354,2,2
40221518,36960260,2,3
40221518,36928534,2,2
40221518,36949391,2,3
40221518,36968371,2,2
40221518,36920595,2,2
40221518,36953911,2,3
40221518,2931364,2,2
40221518,2931358,2,2
40221518,2931380,2,3
40221518,2931348,2,2
40221518,2931397,2,2
40221518,2931395,2,2
40221518,2931401,1,1
40221518,2931376,2,2
40221518,2931385,2,2
40221518,2931372,2,3
40221518,2931386,2,2
40221518,1830233,2,3
40221518,2931389,2,2
40221518,2931394,1,1
40221518,2931362,2,2
40221518,2927960,2,2
40221518,2931400,2,2
40221518,2931359,2,2
40221518,36935619,2,2
40174839,40174839,0,0
40170804,40170804,0,0
40170804,40170805,1,1
40170804,40182619,0,0
40170804,40182618,1,1
40162293,40162292,1,1
40162293,40162293,0,0
40162293,21052636,2,2
40162293,36920914,1,1
40162293,36932196,2,2
40147787,19128963,1,1
40147787,40147787,0,0
40120924,19114484,1,1
40120924,40120924,0,0
37399300,37399300,0,0
37399300,37393971,1,1
37398715,37398715,0,0
37396398,37396398,0,0
37111874,37111874,0,0
37108626,37108626,0,0
36951896,36951896,0,0
36927755,36927755,0,0
36927755,36949986,1,1
36888103,43658277,2,2
36888103,43784055,1,1
36888103,43585941,0,0
36888103,36888103,0,0
36888103,43621971,1,1
36885398,43755569,1,1
36885398,43791370,2,2
36885398,36885398,0,0
36885398,36887874,1,1
36884322,43619762,1,1
36884322,41025636,2,2
36884322,2009236,2,2
36884322,42718225,1,1
36884322,43799608,2,2
36884322,41287531,1,1
36884322,40994568,2,2
36884322,41447642,1,1
36884322,43817742,0,0
36884322,41298095,0,0
36884322,41006745,2,2
36884322,42724002,1,1
36884322,43687361,2,2
36884322,41447716,2,2
36884322,2011974,0,0
36884322,42711553,1,1
36884322,40944442,2,2
36884322,41442788,2,2
36884322,43841825,2,2
36884322,41131873,2,2
36884322,43599390,0,0
36884322,41119545,1,1
36884322,41443481,2,2
36884322,41449377,1,1
36884322,41442059,1,1
36884322,41163221,1,1
36884322,41440746,1,1
36884322,41448695,2,2
36884322,42725312,1,1
36884322,41441949,2,2
36884322,2009234,1,1
36884322,36880051,2,2
36884322,2009235,1,1
36884322,40869859,1,1
36884322,41441104,2,2
36884322,2011973,1,1
36884322,43797264,1,1
36884322,42724001,2,2
36884322,41298096,0,0
36884322,41442802,1,1
36884322,43831206,2,2
36884322,41448341,1,1
36884322,41163223,1,1
36884322,36891701,1,1
36884322,40838773,2,2
36884322,36884322,0,0
36884322,42716851,1,1
43834029,43812929,2,2
43834029,43740991,2,2
43834029,43704470,2,3
43834029,43652172,2,2
43834029,43705987,2,2
43834029,43707900,2,2
43834029,43848391,2,2
43834029,43850019,2,2
43834029,43725850,2,2
43834029,43740992,2,3
43834029,43741988,2,2
43834029,43741989,1,1
43834029,43850017,1,1
43834029,43743950,2,2
43834029,43834029,0,0
43834029,43834052,1,1
43834029,43722867,1,1
43834029,43830934,2,2
43834029,43776901,1,1
43834029,43725853,2,2
43834029,43636028,1,1
43834029,43866632,2,2
43834029,43759816,2,3
43824910,43824910,0,0
43824910,43590898,1,1
43822174,43822174,0,0
43822174,43775643,2,2
43822174,41422020,2,2
43822174,43595765,2,2
43822174,43649979,2,3
43822174,43678445,1,1
43822174,41399882,2,2
43822174,41093789,2,2
43822174,43590493,1,1
43822174,43721653,2,3
43822174,43847765,2,2
43822174,43611697,1,1
43822174,43719603,2,2
43822174,43791508,2,3
43822174,43793581,1,1
43822174,43786097,2,2
43822174,43662744,2,2
43822174,43750079,2,2
43822174,43827724,2,2
43820119,43611804,0,0
43820119,43611805,1,1
43820119,43609782,1,1
43820119,43820119,0,0
43820119,43718766,0,0
43820119,43808787,1,1
43820119,43717733,0,0
43815637,41340383,1,1
43815637,40843633,0,0
43815637,43815637,0,0
43815637,41356217,0,0
43815637,43590756,0,0
43815637,41344905,0,0
43815637,41355347,1,1
43815637,41354099,0,0
43815637,43681414,0,0
43815637,40905775,0,0
43812656,43812656,0,0
43788060,43788060,0,0
43776836,43596895,1,1
43776836,43776836,0,0
43775656,43775656,0,0
43762243,43762243,0,0
43750834,43612065,0,0
43750834,43840988,0,0
43750834,43750834,0,0
43750834,43791854,0,0
43750834,43666364,1,1
43749440,43796190,0,0
43749440,43868846,0,0
43749440,43652784,1,1
43749440,43749440,0,0
43749440,43670598,1,1
43737396,43737396,0,0
43736900,43736900,0,0
43706741,43706741,0,0
43706741,43778710,1,1
43705028,43705028,0,0
43705028,43705029,0,0
43705028,43849003,1,1
43699097,43699097,0,0
43694137,43694137,0,0
43694137,43820024,1,1
43679826,43679826,0,0
43667977,43667977,0,0
43646382,43646382,0,0
43646382,43754173,1,1
43640775,43755658,2,2
43640775,43802512,1,1
43640775,43640775,0,0
43640775,41392679,2,3
43640775,43784617,2,2
43640775,41062164,2,2
43640775,41430209,1,1
43640775,41429615,2,3
43640775,43827680,1,1
43640775,41392408,2,2
43640775,41430407,2,2
43640775,43809634,2,2
43640775,43848671,2,2
43640775,43791464,2,3
43640775,43704721,1,1
43602761,41041777,2,3
43602761,43818759,2,2
43602761,43818763,2,2
43602761,41251472,2,2
43602761,40979349,2,3
43602761,44163797,2,3
43602761,41032723,1,1
43602761,41251471,2,2
43602761,40886099,2,3
43602761,41095437,2,2
43602761,41291518,2,3
43602761,40948392,2,3
43602761,41073077,2,3
43602761,40979350,2,3
43602761,41282345,1,1
43602761,44160017,2,3
43602761,41001619,2,2
43602761,43602761,0,0
43602761,40917022,2,3
43602761,41104543,2,3
43602761,43764618,1,1
43602761,43710761,2,2
43602761,41251461,1,1
43602761,43746668,1,1
43602761,40823080,2,2
43602761,40825264,2,2
43602761,40876928,2,2
43602761,40845830,2,2
43602761,43602767,1,1
43602761,41198560,2,3
43602761,40845835,2,2
43602761,40854802,2,3
43602761,41291525,2,3
43515469,43514788,1,1
43515469,43515469,0,0
43290090,43290090,0,0
43290090,43290091,1,1
43290090,43295520,2,2
43290090,43279278,2,2
43279629,43281509,0,0
43279629,43279629,0,0
43279629,43257872,0,0
43279629,43270609,0,0
43279629,43281510,1,1
43279629,43290473,1,1
43279629,2930542,1,1
43279629,2905055,1,1
43263207,43268698,1,1
43263207,43263207,0,0
43209576,43209576,0,0
43188687,43188687,0,0
43188687,43177738,1,1
43173545,43173545,0,0
43173545,43186308,2,2
43173545,42723835,1,1
43173545,35416811,2,2
43173545,35416813,1,1
43173545,43175439,1,1
43173545,42715796,2,2
43173545,43219206,2,2
43173545,43153364,2,3
43173545,35416810,2,2
43173545,43142239,1,1
43173545,43184393,2,2
43173545,42712683,1,1
43173545,35416812,2,3
43173545,35416814,1,1
43173545,43217261,2,2
43173545,43217260,1,1
43173545,43206308,1,1
43173545,42713983,2,2
43173545,43151364,0,0
43158761,783535,2,2
43158761,36258737,2,3
43158761,43158761,0,0
43158761,783534,1,1
43158761,783536,2,3
43158761,43169640,1,1
43158761,36260631,1,1
43158761,36263202,2,2
43158761,43136638,2,2
43158761,43191626,2,3
43135790,43135790,0,0
43135790,43212687,1,1
43135790,43190790,2,3
43135790,43157940,2,2
43133869,43133869,0,0
43133869,43156008,2,2
43133869,43144827,1,1
43133869,43188929,2,3
43042893,43042893,0,0
43037194,43037195,1,1
43037194,43037194,0,0
43030778,43030778,0,0
43030778,43030780,1,2
43030778,43030779,1,1
43027214,43027218,0,0
43027214,43044706,0,0
715458,35774200,3,4
715458,35753164,3,4
715458,42801180,2,3
715458,40098251,1,2
715458,40882721,3,5
715458,36407180,3,3
715458,42801177,2,3
715458,43140564,2,2
715458,41132465,3,5
715458,41069675,3,4
715458,41239774,3,3
715458,21051655,3,5
715458,40945017,3,4
715458,21120283,3,5
715458,40976004,3,4
715458,42801189,1,1
715458,21120280,2,2
715458,36224259,1,1
715458,42801161,1,1
715458,21169541,3,4
715458,36065918,3,4
715458,21071389,3,5
715458,41101148,3,5
715458,42801179,1,1
715458,44185523,3,5
715458,21022248,3,5
715458,36074868,3,4
715458,36074871,3,4
715458,35749011,3,4
715458,21149814,3,4
715458,21149815,3,5
715458,40720840,3,5
715458,41051971,3,4
715458,35744811,3,4
715458,42801178,1,1
715458,21110567,3,4
715458,21071388,3,4
715458,42801162,2,3
715458,35774199,3,4
715458,35757334,3,4
715458,42801170,1,1
715458,36883938,3,4
715458,42801173,2,3
715458,36405598,3,3
715458,41083569,3,4
715458,42801190,2,3
715458,36074870,3,4
715458,41026610,3,3
715458,41038393,3,4
715458,35774201,3,3
715458,21110564,3,5
715458,40720843,3,4
715458,21090814,1,1
715458,36409455,3,4
715458,41026609,3,4
715458,44174314,3,4
715458,21100765,2,3
715458,36409456,3,3
715458,21110565,3,4
715458,40882723,3,5
715458,42801171,2,3
715458,41288093,3,5
715458,44181800,3,5
715458,21081087,3,4
715458,41038394,3,5
715458,36404845,3,3
715458,41163817,3,4
715458,21100762,3,4
715458,21159773,3,4
715458,44180406,3,3
715458,21169543,3,4
715458,35757338,3,4
715458,44163029,3,4
715458,40882720,3,5
715458,40851456,3,4
715458,40720841,3,4
715458,41288096,3,5
715458,42801166,2,3
715458,41239776,3,3
715458,21051656,3,5
715458,21071385,3,4
715458,36404846,3,3
715458,21169540,1,1
715458,42801185,2,3
715458,40976005,3,5
715458,35753165,3,3
715458,36065915,3,5
715458,44185521,3,4
715458,41239775,3,4
715458,21110566,3,4
715458,21169542,3,4
715458,44176681,3,3
715458,44163031,3,4
715458,21149813,3,4
715458,43217465,3,3
715458,41245446,3,4
715458,35761524,3,3
715458,35769896,3,3
715458,35744814,3,4
715458,40098250,1,2
715458,40720842,3,5
715458,21090815,3,4
715458,36404068,3,5
715458,43151566,2,2
715458,42801184,1,1
715458,40851457,3,5
715458,42801169,2,3
715458,43173744,3,4
715458,44163030,3,5
715458,35769895,3,4
715458,21081085,3,5
715458,36074869,3,4
715458,21130041,3,4
715458,36074867,3,5
715458,41245445,3,3
715458,44170568,3,5
715458,40976003,3,5
715458,42801183,1,1
715458,36065917,3,4
715458,42801182,2,3
715458,21022247,3,4
715458,43217463,3,3
715458,36404844,3,4
715458,42801172,2,3
715458,42801167,1,1
715458,2929801,1,1
715458,2929796,2,3
715458,2929794,3,4
715458,2929797,3,4
715458,2929799,2,3
715458,2929795,3,4
715458,2929798,3,4
715458,2929800,1,1
439425,439425,0,0
44176540,44192454,0,0
44176540,44176540,0,0
44176540,44193381,0,0
44171806,44171806,0,0
44164612,44198511,1,1
44164612,44197960,2,3
44164612,44188685,1,1
44164612,44169899,2,2
44164612,44164612,0,0
44164612,44198136,2,2
44161506,44166766,1,1
44161506,44161506,0,0
44136249,44136249,0,0
44136249,44136247,1,1
44136249,44136256,0,0
44134065,44134065,0,0
44134065,44134367,1,1
44130568,44130568,0,0
44130568,44131720,1,1
44082881,44082881,0,0
44082881,44086323,1,1
44082881,44037387,2,2
44082821,44082821,0,0
44082821,44111980,1,1
44082821,44102030,2,2
44080034,44080034,0,0
44080034,44075845,2,2
44080034,44086047,1,1
44078138,44078138,0,0
44078138,44087681,2,2
44078138,44083866,1,1
44078138,44098328,1,1
44078138,44079468,0,0
44075402,44075402,0,0
44061745,44061745,0,0
44061745,44039096,1,1
44053577,44053577,0,0
44053577,44090595,2,2
44053577,44124119,1,1
44040284,44040284,0,0
44040284,44033010,1,1
44040284,44193570,1,1
44040284,44128878,2,2
44040284,44048199,1,1
44040284,44064336,2,2
44040284,44195288,1,1
44040284,44097621,1,1
44040284,44195713,2,2
44040284,44183861,2,2
44040284,44119677,0,0
44040284,44194324,2,2
44033191,44038480,1,1
44033191,44033191,0,0
43864460,43828151,1,1
43864460,43810070,1,2
43864460,43720030,1,1
43864460,43864460,0,0
43864460,43720031,0,0
43864460,43630228,0,0
43864460,43630229,1,1
43864460,43810068,1,1
43864460,43648298,1,1
43864460,43810069,1,2
43862635,43862635,0,0
43853359,43739472,1,2
43853359,43704543,1,1
43853359,43812435,1,2
43853359,43759921,1,2
43853359,43758355,0,0
43853359,43832053,1,1
43027214,43044700,0,0
43027214,43027214,0,0
43027214,43044707,1,1
43019270,42895058,1,1
43019270,43019270,0,0
43019270,42895057,1,1
42972383,42972372,1,1
42972383,42972383,0,0
42969214,42969185,1,1
42969214,42969214,0,0
42949348,42949278,1,1
42949348,42949348,0,0
42935684,42935671,1,1
42935684,42935684,0,0
42873045,42873045,0,0
42730078,41483163,0,0
42730078,41482958,0,0
42730078,42726109,1,1
42730078,41483033,1,1
42730078,42718577,0,0
42730078,41482590,1,1
42730078,42721275,1,1
42730078,42730078,0,0
42729559,44037173,2,2
42729559,44063323,2,2
42729559,44059515,1,1
42729559,44101922,2,2
42729559,44085262,1,1
42729559,44065098,2,2
42729559,44064915,2,2
42729559,44037172,2,2
42729559,44126188,1,1
42729559,44124101,1,1
42729559,44094319,0,0
42729559,44077950,2,2
42729559,44110081,1,1
42729559,44068427,0,0
